author,updated_at,like_count,text,video_id,public,language,translated_text,is_relevant,char_count,word_count,sentence_count,TweetNLP,RoBERTa,BERT_NLP,Emotion,Vader
@arafetkanso1405,2018-07-25T00:14:30Z,0,When I first watched Interstellar I was on the plane from Miami to Paris and the whole time I was crying like a baby because of the ending that he lost the joy of his life seeing his daughter growing up and he's fucking grandchildren didn't give him any fucking attention,NXhdt1R6TYE,True,en,When I first watched Interstellar I was on the plane from Miami to Paris and the whole time I was crying like a baby because of the ending that he lost the joy of his life seeing his daughter growing up and he is fucking grandchildren did not give him any fucking attention,True,273,53,0,0,-1,-1,sadness,1
@mallu_yapper,2017-11-29T17:49:24Z,0,I'd never skip school if this guy was my science teacher,R1cexcjdyIE,True,en,I would never skip school if this guy was my science teacher,True,60,12,0,0,0,-1,disgust,0
@vinodkv340,2020-06-05T07:45:28Z,1721,"I once tried to explain the interstellar story to my friends, that was the most embarrassing day of my life!",j3DuONZb3Ik,True,en,"I once tried to explain the interstellar story to my friends, that was the most thembarrassing day of my life!",True,110,20,1,0,-1,-1,disgust,1
@Keiktu,2015-03-23T00:22:25Z,17,B+? really? This masteriece deserve an A++++++++,BHsFzDON6pA,True,en,B+? really? This masteriece deserve an A++++++++,True,48,7,2,0,0,0,anticipation,0
@ST3yo,2020-03-31T22:21:33Z,0,Still remains to be a stupid movie.,j3DuONZb3Ik,True,en,Still rthemains to be a stupid movie.,True,37,7,1,0,-1,-1,anger,-1
@cool358,2022-07-04T17:12:02Z,0,Holy,j3DuONZb3Ik,True,cy,Holy,True,4,1,0,1,0,1,joy,0
@rihamission487,2024-05-12T19:00:02Z,0,Just watched the masterpiece on imax. It hits different.,QBSw8nSVpmI,True,en,Just watched the masterpiece on imax. It hits different.,True,56,9,2,1,1,1,joy,1
@stygianphantasm8761,2018-11-16T17:52:16Z,0,Awesome movie. Means more than most people understand,NXhdt1R6TYE,True,en,Awesome movie. Means more than most people understand,True,53,8,1,1,1,1,joy,1
@kumarjavvaji,2023-04-20T06:21:08Z,0,"Wow, this is so thorough. How did you have time to watch every frame AND learn about all the books you mentioned? That's a lot of connections to make!",ASkz5prADQA,True,en,"Wow, this is so thorough. How did you have time to watch every frame AND learn about all the books you mentioned? that is a lot of connections to make!",True,151,30,3,1,1,1,anticipation,1
@NationalSafari,2021-04-08T19:59:49Z,14,Best explanation ever❤🔥👌,VSuF_hK3qMI,True,en,Best explanation ever❤🔥👌,True,24,3,0,1,1,1,joy,1
@neonpop80,2014-11-19T19:10:42Z,0,I don't think there was lots (if any) CG. Was mostly practical effects,BHsFzDON6pA,True,en,I do not think there was lots (if any) Congratulations. Was mostly practical effects,True,84,14,1,0,0,0,joy,1
@kalaiezhilanr6003,2019-12-28T18:50:11Z,1,Best video of urs,4-6zBotsi-s,True,en,Best video of yours,True,19,4,0,1,1,1,joy,1
@matthewterry5714,2022-10-23T00:28:37Z,16,I just rewatched this movie and needed a little help understanding it. So I am so glad there was a really good video by Sunday Movies to explain it. Keep up the good work my friend!,qhW1HfSuPVQ,True,en,I just rewatched this movie and needed a little help understanding it. So I am so glad there was a really good video by Sunday Movies to explain it. Keep up the good work my friend!,True,181,36,3,1,1,1,joy,1
@BSFM95,2014-11-23T12:45:21Z,0,"FILM REVIEW: INTERSTELLAR. Check out my spoiler-free review of Christopher Nolan’s Interstellar, starring Matthew McConaughey. LINK: Like the blog on Facebook @: Follow on Twitter:",qhW1HfSuPVQ,True,en,"FILM REVIEW: INTERSTELLAR. Check out my spoiler-free review of Christopher Nolan’s Interstellar, starring Matthew McConaughey. LINK: Like the web log on Facebook @: Follow on Twitter:",True,183,26,2,0,0,1,anticipation,-1
@BalbirKaur-d1l,2024-10-01T04:35:39Z,0,My brain is literally fried...,XiDFc5aIqFg,True,en,My brain is literally fried...,True,30,5,1,0,-1,-1,sadness,0
@sallyscrive,2025-05-01T16:18:57Z,0,"Great video! I love this movie, watched it a dozen of time. At 16:00 I think you mean wormhole and not black hole ;)",zBNKrja8dyY,True,en,"Great video! I love this movie, watched it a dozen of time. At  I think you mean wormhole and not black hole ;)",True,111,23,2,1,1,1,joy,1
@mattheww797,2020-09-03T18:36:42Z,0,This movie was not very good.,j3DuONZb3Ik,True,en,This movie was not very good.,True,29,6,1,0,-1,-1,disgust,-1
@casbot71,2023-02-13T01:17:13Z,1,"_'We are always going to college and we are always dying.""_ You don't need access to higher dimensions to experience *that* …",R1cexcjdyIE,True,en,"_'We are always going to college and we are always dying.""_ You do not need access to higher dimensions to experience *that* …",True,126,23,1,0,-1,1,sadness,0
@robbob022,2024-09-05T00:38:34Z,1,"Considering the Kip Thorne oversaw the physics for the movie, they were in expert hands.",JZ9qjB2PVuE,True,en,"Considering the Kip Thorne oversaw the physics for the movie, they were in expert hands.",True,88,15,1,0,0,1,anticipation,0
@cykablyat6662,2025-12-23T03:43:20Z,283,"""to late to explore the Earth, to soon to explore the space , and we are sitting here roting.. "" that line is going to be on my mind forever",iWrFVvEgFYI,True,en,"""to late to explore the Earth, to soon to explore the space , and we are sitting here roting.. "" that line is going to be on my mind forever",True,140,30,1,0,0,1,sadness,0
@sid5692,2020-06-01T17:06:58Z,0,"Great movie but this clip explains nothing more than what you’d get from watching the movie...it explains the plot, that is all",j3DuONZb3Ik,True,en,"Great movie but this clip explains nothing more than what you’d get from watching the movie...it explains the plot, that is all",True,127,22,1,0,1,0,joy,1
@AmmarAhmedEzzat,2024-12-08T22:06:38Z,0,Great as always,4f9V-8BHONo,True,en,Great as always,True,15,3,0,1,1,1,joy,1
@Mdm800,2020-06-08T04:58:39Z,0,Insterstellar wasnt confusing at all if you paid attention and actually listened to the story. The ending of LOST was confusing,j3DuONZb3Ik,True,en,Insterstellar wasnt confusing at all if you paid attention and actually listened to the story. The ending of LOST was confusing,True,127,21,1,0,-1,-1,surprise,-1
@oniricPrj,2015-09-07T08:49:17Z,0,"I'm blown away by the fact you gave this movie a B+ and to guardians of the galaxy an A. I'm not even sure of how to react to this...I guess the world today needs lots of explosions and action for a movie to be truly liked and it really makes me sad. Interstellar has an interesting story, believable characters, amazing visuals, sound effects and music. they even built most of the sets so you don't feel the CGI. there's actual science behind the sci-fi you see. In my opinion it is a masterpiece. Yes the final scene could be cut: it is a little cheesy and not so believable. But this to me goes a long way from giving the Movie a B+ instead of an A or even A+. ...But we need space raccons with shooting rockets to feel like a movie is truly entertaining so I guess all I'm saying won't make much sense to most of us.",BHsFzDON6pA,True,en,"I am blown away by the fact you gave this movie a B+ and to guardians of the galaxy an A. I am not even sure of how to react to this...I guess the world today needs lots of explosions and action for a movie to be truly liked and it really makes me sad. Interstellar has an interesting story, believable characters, amazing visuals, sound effects and music. they even built most of the sets so you do not feel the CGI. there is actual science behind the sci-fi you see. In my opinion it is a masterpiece. Yes the final scene could be cut: it is a little cheesy and not so believable. But this to me goes a long way from giving the Movie a B+ instead of an A or even A+. ...But we need space raccons with shooting rockets to feel like a movie is truly entertaining so I guess all I am saying will not make much sense to most of us.",True,829,167,11,1,0,-1,sadness,1
@ernestbarnett49,2023-06-04T19:21:06Z,0,This is my favorite of all your videos 🙌,ASkz5prADQA,True,en,This is my favorite of all your videos 🙌,True,40,9,0,1,1,1,joy,1
@coolet9132,2025-11-19T19:35:30Z,0,"My guess is that in the first timeline only parts of humanity managed to survive by building a generation ship that eventually took them to Edmunds planet which allowed humanity to grow. Then they decided to change the fate of humanity, so they decided to change the past so that all of humanity on Earth had a chance to survive. By the way, you are wrong, humans could easily live in space stations in space. You saying that the water would run out? That's false because they could either get more water from Earth after cleaning it or used the water that is abundant on moons or asteroids in the solar system. The same goes for all resources we would ever need. Every mineral found on Earth is abundant in the asteroid field. So what could also happen is that humanity decides to split up where parts of humanity decide to go through the black hole while the other part stays in the solar system to terraform Earth back to a green and blue planet. They might even terraform Venus and Mars in the process and starts a multi terraform project. If they need more space they could always build more habitats. The habitats also have the same gravity as Earth with the station spinning in a certain speed. So I can't fully agree with with the theory in this video, because it doesn't make sense that all of humanity would just abandon their homeland when they have the ability to survive inside habitats which would also allow them to slowly terraform Earth back to a lush planet before it was recolonized. It would probably not be the hardest thing to terraform Earth when not needing to think about survival and also that it's just recently almost become uninhabitable. So over a few decades to a century they could probably revive Earth.",5I8YSiSp8rc,True,en,"My guess is that in the first timeline only parts of humanity managed to survive by building a generation ship that eventually took ththem to Edmunds planet which allowed humanity to grow. Then they decided to change the fate of humanity, so they decided to change the past so that all of humanity on Earth had a chance to survive. By the way, you are wrong, humans could easily live in space stations in space. You saying that the water would run out? that is false because they could either get more water from Earth after cleaning it or used the water that is abundant on moons or asteroids in the solar systthem. The same goes for all resources we would ever need. Every mineral found on Earth is abundant in the asteroid field. So what could also happen is that humanity decides to split up where parts of humanity decide to go through the black hole while the other part stays in the solar systthem to terraform Earth back to a green and blue planet. They might even terraform Venus and Mars in the process and starts a multi terraform project. If they need more space they could always build more habitats. The habitats also have the same gravity as Earth with the station spinning in a certain speed. So I cannot fully agree with with the theory in this video, because it does not make sense that all of humanity would just abandon their homeland when they have the ability to survive inside habitats which would also allow ththem to slowly terraform Earth back to a lush planet before it was recolonized. It would probably not be the hardest thing to terraform Earth when not needing to think about survival and also that it is just recently almost become uninhabitable. So over a few decades to a century they could probably revive Earth.",True,1748,315,14,0,0,-1,anticipation,1
